,х1,х2,х3,х4,х5,х6,х7,х8,х9,х10,х11,х12,х13,х14,х15,х16,х17,Y
606,2,72,"0,6",0,0,0,0,"44,75","44,25",163,"0,25",-1,61,"23,33","2,92","4,77","118,5","20,5"
607,2,"71,07460785","0,2",0,"1,5",20,"0,4","45,75","45,75",180,"1,5","-1,75",112,"22,4","2,9","4,32","118,5","21,5"
608,1,"68,01094818","0,1",-2,"-1,5",50,"0,4",44,"43,5",139,"-1,75","-1,5",50,"22,96","2,54","4,82","118,5","22,5"
609,2,"81,02121735","0,1",2,0,0,"0,8","44,5",44,117,"2,5","-0,25",73,"22,62","3,17","4,46","118,6",23
610,2,"84,65434265","0,03",-3,-2,100,"0,3",49,48,4,"-3,5",-2,97,"24,17","2,83","4,5","118,8",12
611,2,"70,55989075","0,2","1,5",-2,95,"0,5",44,"42,75",176,"1,5",-2,97,"23,03","2,86","4,86","118,5",22
612,2,"81,13072968","0,05",-5,-1,105,"0,3","43,75","43,5",35,"-4,75",-1,105,"23,83","2,47","4,25","118,5","19,5"
613,1,"73,42368317","0,2",0,0,0,0,"44,5",44,81,"2,25","-2,25",65,"23,01","2,88","4,87","118,8","22,5"
614,2,"75,9315567","0,03","4,5",0,0,"0,5",44,"43,5",110,"5,25","-0,75",5,"22,71","2,8","4,41","118,5","23,5"
615,2,"77,95482635","0,2","1,75","-1,5",95,"0,9","44,5","43,75",7,2,"-1,75",93,"23,15","2,93","4,51","118,5",21
616,2,"60,37508392","0,03",10,"-3,5",170,"0,8","43,25",39,80,10,"-4,25",173,"20,14","2,46","4,47","118,8",34
617,2,"68,54483032","0,4",0,0,0,0,"44,5","43,5",95,"3,25","-0,75",43,"21,75","2,38","4,62",119,"27,5"
618,2,"34,53251266","0,01","-14,5","-0,5",125,"0,7","46,25","45,75",63,"-14,5",-1,125,"25,92","3,3","4,03","118,5","11,5"
619,2,"74,39835358","0,1","1,75",0,0,"0,6","44,5",44,126,"1,75",0,0,"23,27","3,3","4,4","118,5",21
620,2,"70,61738586","0,5",0,"-2,5",15,"0,8","46,75","43,25",98,"0,25","-3,5",14,"24,48","3,37","4,5","119,2",17
621,1,"65,57974243","0,05","-2,5",-1,20,"0,5",43,"42,25",80,"-2,5","-1,25",21,"24,37","3,25","4,12","118,5","19,5"
622,1,"68,20807648","0,05",-4,0,0,"0,3","46,5","45,5",69,"-4,25","-0,25",130,"23,43","2,63","4,94","118,8","18,5"
623,2,"80,79123688","0,05","-2,5",-1,105,"0,2","45,5",45,14,"-2,5","-3,25",102,"22,23","2,83","4,06","118,6","22,5"
624,2,"62,69952011","0,03",-11,-1,95,"0,3",43,"42,75",111,"-10,75","-1,25",96,"23,96","3,11","4,6","118,5",20
625,2,"68,39151001","0,05","-2,5",-1,95,"0,5","44,5","44,25",15,"-2,5",-1,98,"22,63","2,3","5,24","118,6",23
626,2,"76,14510345","0,4",0,0,0,0,"45,25","44,75",178,"1,25","-1,5",79,"23,2","2,98","4,64","118,5","20,5"
627,2,"47,24435425","0,4","1,5",0,0,1,"44,75","43,75",83,2,"-0,25",51,22,"2,96","4,36","119,1",25
628,2,"63,38398361","0,4","1,5",-1,80,"0,5","47,5",47,142,2,"-1,25",79,"21,32","2,82","5,08","118,5","24,5"
629,2,"75,43326569","0,1",-2,0,0,"0,2","44,25",44,92,-2,"-0,75",105,"22,96","3,01","4,17","118,8",22
630,2,"74,57631683","0,3",-2,0,0,"0,4",47,"46,25",34,"-1,75","-0,5",107,"21,35","2,96","4,45","118,5",25
631,1,"52,61601639","0,03",-9,"-1,5",80,"0,5","42,25",42,160,"-9,25","-1,5",82,"27,41","3,6","4,31","118,8",13
632,2,"84,05475616","0,2",-1,"-0,5",45,"0,5","43,75","42,25",152,"-0,25","-2,25",63,"24,54","3,06","4,67","118,8","18,5"
633,2,"73,50308228","0,1",-2,-2,90,"0,5","45,25",44,174,-2,-2,90,"25,99","3,65","4,12","118,5",13
634,1,"52,29842758","0,2",0,0,0,0,"40,75","40,5",125,0,0,0,"24,54","3,58","3,95",119,23
635,1,"63,3155365","0,05",-3,0,0,"0,4",43,43,90,-3,"-0,25",90,"24,72","3,66","4,34","118,5","18,5"
636,1,"21,65639877","0,05",-14,"-1,5",145,"0,2","44,25",43,79,"-13,25","-1,25",145,"27,15","3,23","4,63","119,2",10
637,1,"41,33880997","0,02",-19,-2,155,"0,05","44,25","43,25",85,-19,"-2,75",155,"24,64","3,7","4,1","118,5",18
638,2,"74,77618408","0,05","-3,75","-0,5",15,"0,2","43,75","43,25",89,"-3,75","-0,5",16,"23,52","2,93","4,35","118,5",21
639,2,"71,51266479","0,1",-1,"-0,75",125,"0,3","43,25","42,5",84,-1,"-0,75",124,"23,27","2,88","4,82","118,5","22,5"
640,1,"57,07597351","0,2",4,-4,10,"0,8","45,5","41,5",101,"4,75","-4,5",9,"22,79","3,04","4,06","119,2",24
641,2,"52,9500351","0,25",-2,0,0,"0,3","45,25","43,75",96,"-0,75",0,0,"23,37","3,6","3,8","118,5","20,5"
642,1,"67,58932495","0,1","-2,5",-3,95,"0,4",40,"38,5",14,"-2,25",-3,94,"26,39","2,57","4,81","119,2","17,5"
643,1,"46,27789307","0,05",-3,-2,75,"0,6","43,5","41,75",167,"-2,75","-2,5",76,"24,81","3,76","3,93","119,2","19,5"
644,2,"62,5461998","0,02",-6,-1,50,"0,3","44,5",44,91,"-5,75","-1,25",51,"22,7","3,35","4,12","118,5","22,5"
645,1,"74,35729218","0,16",4,-1,100,"0,8","44,25","43,75",24,"4,25","-1,5",100,"22,74","3,65","4,22","118,5",23
646,2,"67,86858368","0,3","1,5",0,0,"0,5","43,75","43,25",70,"2,25","-0,75",65,"23,51","3,26","4,64","118,5",21
647,1,"60,6844635","0,04","-5,5",-1,105,"0,35",45,44,19,-5,"-1,25",105,"24,23","3,67","4,34","118,5",18
648,2,"64,91718292","0,05","-4,5","-0,75",80,"0,5",44,"43,75",11,"-4,5","-0,75",82,"22,87","2,85","5,1","118,5","22,5"
649,2,"75,95345306","0,16",2,"-0,75",90,"0,9","43,25","42,75",36,"2,25","-0,75",89,"23,78","3,58",4,"118,5",21
650,2,"78,95140076","0,2",3,-1,75,"0,6",44,"43,5",171,"3,25",-1,73,"22,88","2,55","5,16","118,5","22,5"
651,1,"46,51608658","0,05",-6,-1,160,"0,4","43,25","42,25",78,"-5,5","-1,25",161,"26,59","3,61","4,8","118,8","12,5"
652,1,"69,48938751","0,03",-8,"-1,25",170,"0,16","43,5","43,25",90,-8,"-1,5",165,"22,82","3,21","4,47","118,8",23
653,2,"81,45105743","0,1",-3,-1,105,"0,3","42,75",42,5,"-3,75","-1,25",99,"23,95","3,07","4,82","118,8",21
654,2,"45,70568085","0,05",4,0,0,"0,2","44,5",44,115,"4,25","-0,5",68,"21,69","2,8","4,25","118,5","26,5"
655,1,"80,16700745","0,1","-1,5",-1,70,"0,2",43,"42,5",37,"-1,5","-1,5",71,"23,69","3,45","4,78","118,5",21
656,2,"69,9466095","0,05",-4,-1,100,"0,3","39,5",39,41,"-4,25",-1,107,"27,63","3,95","4,45",119,15
657,2,"82,8062973","0,16","-1,75","-0,5",85,"0,3","45,25","44,5",42,"-1,25","-0,5",92,"23,09","2,97","4,87","118,5",21
658,2,"65,1663208","0,5",0,0,0,0,"44,5","44,25",128,1,"-0,5",77,"24,16","4,03","4,24","118,8","18,5"
659,2,"66,59548187","0,05","-5,5",0,0,"0,5",45,"44,75",23,"-5,5","-0,25",62,"23,33","3,4","4,49","118,5",20
660,1,"80,52292633","0,3","1,75",0,0,"0,8",44,44,90,"2,25","-0,5",74,"23,97","3,59","4,18",119,21
661,2,"67,28268433","0,5","1,25",0,0,"0,6",46,"45,5",89,"1,5","-0,75",120,"23,12","2,95","4,96","118,4","19,5"
662,2,"64,76112366","0,03","-5,75","-0,75",65,"0,4",44,"43,75",50,"-5,75","-0,75",66,"23,45","2,98","4,32","118,5","20,5"
663,2,"60,26831055","0,45","0,5",0,0,"0,6","41,25",41,17,"1,25","-0,5",120,"24,17","3,22","4,12",119,"21,5"
664,1,"68,87611389","0,1","2,5",0,0,"0,5",42,"41,5",75,"2,75","-0,5",129,"23,07","2,53","4,59","118,8",24
665,2,"73,85626221","0,05","-7,75",0,0,"0,1","48,25","47,75",14,"-7,5","-0,5",45,"22,44","3,11","4,64","118,5",19
666,1,"69,13072968","0,4",2,-1,95,1,"43,75","43,25",178,2,-1,94,"23,36","3,31","4,81","118,5","21,5"
667,1,"51,94797897","0,2",2,"-0,5",165,1,"46,25",45,75,"2,5","-0,75",164,"22,45","3,47","4,5","118,5",22
668,2,"89,87268829","0,2",0,0,0,0,49,48,23,2,"-0,75",113,"21,95","3,21","4,82","118,5",21
669,2,"86,74880219","0,1",5,"-1,5",80,"0,6","45,5","44,5",3,"5,75",-2,81,"21,87","2,53","4,81","118,5","24,5"
670,2,"79,43052673","0,3",1,0,0,"0,6",44,"43,5",64,"1,5","-0,25",126,"23,41","3,67","4,42","118,5",21
671,2,"73,70568085","0,05","-0,75",-2,45,"0,2","46,75","44,75",132,"-0,25",-2,45,"21,66","2,18","4,89","118,5","23,5"
672,1,"66,78987122","0,2","-2,5",0,0,"0,3","44,5","43,5",8,"-2,75","-0,5",52,"23,33","3,28","4,73","118,5","20,5"
673,2,"72,08487701","0,2",0,0,0,0,"42,75",42,162,0,0,0,"23,51","3,43","3,95","118,6","22,5"
674,2,"67,28268433","0,5","1,25",0,0,"0,6",46,"45,5",89,"1,5","-0,75",120,"23,12","2,95","4,96","118,4","19,5"
675,2,"67,28268433","0,5","1,25",0,0,"0,6",46,"45,5",89,"1,5","-0,75",120,"23,12","2,95","4,96","118,4","19,5"
676,2,"67,28268433","0,5","1,25",0,0,"0,6",46,"45,5",89,"1,5","-0,75",120,"23,12","2,95","4,96","118,4","19,5"
677,2,"67,28268433","0,5","1,25",0,0,"0,6",46,"45,5",89,"1,5","-0,75",120,"23,12","2,95","4,96","118,4","19,5"
678,2,"67,28268433","0,5","1,25",0,0,"0,6",46,"45,5",89,"1,5","-0,75",120,"23,12","2,95","4,96","118,4","19,5"
679,1,"68,05749512","0,4","-0,5","-1,5",125,"0,5","44,5","44,25",31,"-0,5","-1,5",124,"23,15","3,02","4,85","118,4",21
680,1,"68,05749512","0,4","-0,5","-1,5",125,"0,5","44,5","44,25",31,"-0,5","-1,5",124,"23,15","3,02","4,85","118,4",21
681,1,"68,05749512","0,4","-0,5","-1,5",125,"0,5","44,5","44,25",31,"-0,5","-1,5",124,"23,15","3,02","4,85","118,4",21
682,1,"68,05749512","0,4","-0,5","-1,5",125,"0,5","44,5","44,25",31,"-0,5","-1,5",124,"23,15","3,02","4,85","118,4",21
683,1,"68,05749512","0,4","-0,5","-1,5",125,"0,5","44,5","44,25",31,"-0,5","-1,5",124,"23,15","3,02","4,85","118,4",21
684,1,"51,56468201","0,16","2,5","-0,5",125,"0,9","43,25","42,25",66,"2,5","-0,5",125,"23,36","3,35","3,95","119,3",23
685,1,"51,56468201","0,16","2,5","-0,5",125,"0,9","43,25","42,25",66,"2,5","-0,5",125,"23,36","3,35","3,95","119,3",23
686,1,"51,56468201","0,16","2,5","-0,5",125,"0,9","43,25","42,25",66,"2,5","-0,5",125,"23,36","3,35","3,95","119,3",23
687,1,"51,56468201","0,16","2,5","-0,5",125,"0,9","43,25","42,25",66,"2,5","-0,5",125,"23,36","3,35","3,95","119,3",23
688,1,"46,84462738","0,7",0,0,0,0,"46,25","45,5",58,1,"-0,5",124,"23,24","3,78","3,57","119,3",20
689,1,"46,84462738","0,7",0,0,0,0,"46,25","45,5",58,1,"-0,5",124,"23,24","3,78","3,57","119,3",20
690,1,"46,84462738","0,7",0,0,0,0,"46,25","45,5",58,1,"-0,5",124,"23,24","3,78","3,57","119,3",20
691,1,"51,56468201","0,16","2,5","-0,5",125,"0,9","43,25","42,25",66,"2,5","-0,5",125,"23,36","3,35","3,95","119,3",23
692,1,"51,56468201","0,16","2,5","-0,5",125,"0,9","43,25","42,25",66,"2,5","-0,5",125,"23,36","3,35","3,95","119,3",23
693,1,"46,84462738","0,7",0,0,0,0,"46,25","45,5",58,1,"-0,5",124,"23,24","3,78","3,57","119,3",20
694,1,"55,62217712","0,01",-7,0,0,"0,1","41,25",41,120,"-7,25","-0,5",44,"27,07","3,86","4,17",119,14
695,2,"81,04312134","0,16","-0,75","-0,5",75,"0,5",45,"44,5",66,"0,75","-0,5",99,"23,44","3,09","5,09","118,8","19,5"
696,2,"69,83435822","0,03","3,5",0,0,"0,05","44,25",44,104,0,0,0,"21,72","2,43","4,66","118,8","26,5"
697,2,"63,19781113","0,05",5,0,0,"0,7","42,75","42,5",72,"5,5","-0,75",95,"21,65","2,64","4,35","118,5","28,5"
698,1,"71,52635193","0,2",3,-1,85,"0,4","44,5","43,5",1,"3,25","-1,5",55,"23,48","2,84","4,99","118,8","20,5"
699,2,"72,98562622","0,7","-0,75",-1,85,"0,8","44,25",44,7,"-0,75",-1,86,"22,85","3,47","4,83","118,5",23
700,1,"77,04586029","0,05",-3,-1,60,"0,2",46,45,117,-3,-1,62,"23,49","3,22","4,57","118,8",19
701,1,"75,51540375","0,7",1,0,0,1,"42,25",42,165,"2,5","-0,75",95,"22,68","2,09","5,04","118,8",25
702,2,"74,32717133","0,16",3,-1,50,"0,7","44,25","43,75",63,"3,25","-1,25",51,"23,13","3,26","4,34","118,8","21,5"
703,2,"63,67419434","0,02","-9,75",0,0,"0,3","44,75","44,25",86,"-9,75",-1,132,"24,75","3,59","4,09",119,17
704,1,"64,31758881","0,3",1,"-0,5",60,"0,8","43,5",43,113,"1,5","-0,5",61,"23,43","2,97","4,54","118,8",22
705,2,"73,1937027","0,16","1,25","-0,25",80,"0,6",45,"44,25",79,"1,5","-0,5",81,"23,1","3,25","4,57","118,8",21
706,2,"66,49965668","0,16",2,"-0,5",10,"0,6","44,25","43,5",87,"2,5","-0,75",11,"22,86","2,86","4,88","118,5","22,5"
707,2,"40,69267654","0,03","-9,5",0,0,1,"45,5","44,5",90,"-9,25","-0,5",2,"26,06","3,41","4,26","119,1","12,5"
708,2,"65,84257507","0,3","0,5","-0,75",80,"0,4","44,5","43,75",5,"0,5","-0,75",64,"23,13","2,91","4,84","118,5",21
709,1,"66,42573547","0,05","3,5",0,0,"0,3","43,75","41,5",94,"5,25","-2,25",12,"21,92","2,53","5,05","118,8","27,5"
710,2,"69,00753021","0,1",3,"-1,5",110,"0,9","43,25",43,32,"3,25","-1,5",108,"22,87","3,37","4,05","118,8","23,5"
711,1,"65,67556763","0,2","3,5",-1,65,"0,4",34,"33,75",38,"5,25","-1,5",67,"26,46","3,18","4,44","118,5","26,5"
712,1,"70,37645721","0,2",0,0,0,0,"44,75",43,82,"0,25","-1,75",100,"24,39","3,49","4,36","118,5","18,5"
713,1,"58,43394852","0,1",-4,"-0,5",55,"0,5","42,75","41,75",97,-4,"-0,5",55,"24,57","3,9","3,7","118,8",19
714,2,"69,73579407","0,7","1,75",-2,85,"0,8","43,5","42,25",177,2,-2,83,"23,48","3,11","4,62","118,5","21,5"
715,2,"70,50239563","0,4",0,0,0,0,"45,75","43,75",72,"1,25",-1,156,"23,9","3,4","4,4","118,8","18,5"
716,2,"11,79192352","0,08",0,0,0,0,"47,25","44,25",93,"-2,25","-3,75",175,"21,54","3,27","3,51",119,25
717,2,"81,30321503","0,3",0,-1,110,"0,5","45,25","44,5",63,0,"-1,25",110,"23,26","2,95","4,89","118,5",20
718,2,"71,77001953","0,05",-4,"-1,5",90,"0,3",41,"40,75",170,-4,"-1,75",90,"23,33","2,6","5,2","118,5",24
719,2,"50,78713226","0,05",-9,-1,105,"0,2",36,"35,5",26,"-9,25","-1,5",96,"28,16","3,02","4,75","118,5","20,5"
720,2,"83,85215759","0,05",0,"-1,75",165,"0,1","44,25","43,75",140,"0,5",-2,165,"22,37","2,87","4,57","118,5",24
721,2,"80,21355438","0,1","0,75","-1,5",90,"0,4","48,25","46,75",167,1,"-1,75",88,"22,12","3,18","4,43","118,5","21,5"
722,1,"70,31348419","0,16",2,-1,100,"0,4","41,75","40,75",143,"3,5","-1,25",102,"23,8","2,89","4,29","118,8",22
723,2,"81,70568085","0,05","-2,5","-1,5",90,"0,3","43,25","41,75",7,"-2,25","-2,25",91,"23,32","2,91","4,66","118,5","22,5"
724,2,"73,4373703","0,2","-1,5","-0,5",50,"0,5","44,5","44,25",108,"-1,5","-0,75",50,"22,96","2,92","3,7","118,5","21,5"
725,1,"69,88911438","0,2",-2,0,0,"0,3","42,5","42,5",180,"-1,75","-0,5",10,25,"3,49","4,02","118,5","17,5"
726,2,"72,35591888","0,3",3,"-0,5",70,"0,7","45,75",45,90,"3,5","-0,5",73,"22,96","3,47","4,06","118,5","20,5"
727,2,"61,59616852","0,1",-2,0,0,"0,4","43,25","42,5",81,-2,0,0,"23,28","3,17","4,3","118,8","22,5"
728,1,"47,9041748","0,03",-7,0,0,"0,2","45,5","44,75",52,-8,"-1,5",126,"22,7","2,83","4,58","118,8",22
729,2,"48,0958252","0,2","-3,5",0,0,"0,5","42,75","42,25",66,"-3,25","-0,75",83,"24,56","3,29","4,09","118,8","18,5"
730,1,"82,93223572","0,1","-2,5","-0,5",140,"0,5","43,5",43,18,"-2,5","-0,5",141,"23,74","2,85","4,65","118,6",20
731,1,"72,26831055","0,3","1,75",0,0,"0,8","42,5","42,25",151,2,"-0,25",92,"23,78","3,13","4,67","118,8","21,5"
732,1,"82,80355835","0,2",0,0,0,0,"46,5","45,75",80,"1,75","-1,75",101,"22,96","3,03","5,62","118,5",20
733,2,"62,17932892","0,1","-2,75",0,0,"0,3","44,5",44,76,"-2,75","-0,5",126,"22,7","3,13","4,45","118,5","22,5"
734,1,"80,24092865","0,4",-2,0,0,"0,6","44,5","44,25",145,"1,5","-1,5",90,"22,78","2,63","5,47","118,5",22
735,1,"72,57221222","0,1","-0,5",-2,90,"0,5","41,5","40,75",2,"-0,5",-2,89,"24,58","2,62","4,75","118,5","20,5"
736,2,"74,77344513","0,03","-6,5","-0,5",165,"0,5","46,75","45,75",78,"-6,25","-0,75",167,"23,35","2,68","5,31","118,8",18
737,2,"70,78987122","0,8",0,"-0,75",87,"0,9","44,75","44,25",40,0,"-0,75",87,"24,14","3,43","4,47","118,5",18
738,2,"89,84805298","0,16",0,0,0,0,"44,5","44,25",114,"2,75","-0,5",79,"22,88","3,34","4,17","118,8",22
739,2,"68,53388214","0,2","-3,5","-0,5",90,"0,4",46,"45,5",120,"-3,5","-0,75",88,"22,61","2,33","4,63","118,5",22
740,2,"57,99041748","0,1",0,-5,170,0,"49,25","44,75",86,0,0,0,"22,78","3,14","4,31","119,2","19,5"
741,1,"50,03422165","0,1",0,-6,170,"0,4","47,5","41,75",82,"0,75",-7,173,"25,12","3,92","4,6","119,2",16
742,2,"82,85284424","0,2",0,0,0,0,"45,25",44,85,1,"-0,75",170,"23,81","3,39","4,76","118,6","18,5"
743,1,"67,06639099","0,2",-4,-2,85,"0,5","44,75","43,5",174,-4,"-2,25",87,"24,52","3,39","4,36","118,5","17,5"
744,2,"64,43805695","0,5",0,-1,95,"0,7","43,75","43,5",38,0,-1,92,"22,88","2,36","5,37","118,5",23
745,1,"80,28747559","0,3",0,0,0,0,44,"43,5",158,"0,25","-0,25",173,"23,58","2,62","4,87","118,5","20,5"
746,1,"59,14852905","0,1","-3,5",0,0,"0,2","44,25","43,75",133,"-2,75",-1,87,"23,69","3,94","4,25",119,20
747,1,"62,6584549","0,6",0,0,0,0,"42,25","41,75",127,"0,25","-0,5",173,"24,55","3,26","4,54","118,5","19,5"
748,2,"59,33470154","0,05","3,5",-3,140,"0,3",45,43,55,"4,25","-3,25",139,"22,62","3,17","4,42","119,2",24
749,2,"62,84736633","0,5",1,0,0,"0,9","45,5","44,75",103,"1,25",0,0,"22,57","2,27",0,"118,5","22,5"
750,2,"72,72005463","0,16","1,5",0,0,"0,8",43,"42,5",88,"1,75","-0,5",133,"23,15","2,74","4,62","118,5","22,5"
751,2,"79,3155365","0,1","-3,5",0,0,"0,4","44,5","43,75",81,"-3,25",0,0,"23,21","2,64","5,08","118,5",21
752,2,"70,08350372","0,4",4,-1,80,"0,5","43,75","43,5",71,"4,25","-1,25",82,"21,41","2,37","4,67","118,8",29
753,1,"57,41820526","0,05","3,25",0,0,"0,7","42,25",41,73,"3,75","-0,75",155,"22,97","3,31","3,56","118,5",25
754,2,"73,02669525","0,2",-2,-1,85,"0,6","42,75","42,5",51,"-1,75","-0,75",84,"23,87","2,77","4,88","118,5","20,5"
755,2,"69,8836441","0,2",3,0,0,"0,5","45,25","44,25",82,4,"-0,5",132,"21,82","2,38","4,91",119,"25,5"
756,1,"74,85284424","0,1","-1,25",-1,95,"0,4","43,75","43,75",180,"-1,25",-1,95,"25,23","3,13","4,33","118,5","15,5"
757,2,"81,81793213","0,2",1,-1,175,"0,4","46,75","45,5",87,"1,5","-1,5",174,"22,91","3,28","4,46","118,8","19,5"
758,2,"60,44626999","0,2","1,5","-0,5",90,"0,4",42,"41,75",90,"1,75","-0,75",85,"23,59","3,38","4,31","118,8","22,5"
759,1,"69,67282867","0,16",0,0,0,0,"44,75","43,25",12,"1,5","-1,75",103,"22,99","2,7","5,24","118,4","22,5"
760,2,"83,14031219","0,2",0,"-1,5",80,"0,6","46,5",46,120,0,"-1,5",78,"22,31","2,98","5,43","118,8","21,5"
761,2,"80,51745605","0,9",0,0,0,0,"44,25",44,65,0,"-0,25",118,"23,92","3,32","4,63","118,5",19
762,2,"67,05544281","0,03",6,0,0,"0,3","42,75",42,105,"6,5","-0,25",121,"21,28","2,34","4,79","118,8",30
763,2,"76,29842377","0,1",4,-1,100,"0,6","43,75","42,75",34,4,-1,101,"23,21","2,66","5,27","118,5",22
764,2,"46,11362076","0,05","-6,5","-1,5",30,"0,5",38,"36,75",76,"-6,25","-1,5",27,"26,24","3,11","4,07",119,23
765,2,"48,82956696","0,7",0,"-0,5",175,1,"45,5","43,75",91,0,"-0,5",176,"22,32","2,24","4,87","118,8","22,5"
766,2,"72,36961365","0,05",-4,-2,85,"0,2",44,"43,75",67,"-3,75","-2,5",84,"24,35","3,32","4,71","118,5",18
767,2,"81,42368317","0,05",-2,0,0,"0,16","43,75","42,75",100,"-1,75","-0,5",37,"24,01","3,04","4,36","118,6","19,5"
768,1,"80,25188446","0,03","-3,5","-1,5",70,"0,3",42,"41,75",45,"-3,5",-2,71,"24,35","2,99","4,47","118,5",21
769,1,"79,13757324","0,6",0,0,0,0,42,"41,75",1,"1,25","-0,75",5,"23,34","2,77","4,36","118,5","22,5"
770,1,"74,07255554","0,05",-1,-1,135,"0,16","43,75",43,29,-1,"-1,25",124,"24,12","3,17","5,08","118,5",19
771,1,"77,21012878","0,05",-4,0,0,"0,3","41,5","41,25",40,"-3,75",-1,42,"24,43","3,23","4,58","118,5",21
772,2,"73,14989471","0,2","3,25",-1,70,1,"43,25",43,152,"3,75",-1,68,"22,63","2,52","4,56","118,5","24,5"
773,1,"60,09308624","0,1","-3,5","-2,5",35,"0,5",45,"42,5",117,"-3,25",-3,35,"26,3","3,7","4,04","118,5","14,5"
774,2,"73,24298096","0,03","-5,5",-1,75,"0,1","44,5","44,25",63,"-5,25","-1,25",69,"24,86","3,14","4,48","118,8","15,5"
775,2,"81,95756531","0,03",0,0,0,0,"46,75","45,75",178,2,"-1,5",99,"21,93","2,84","4,33","118,8","23,5"
776,1,"67,98905182","0,2","2,25","-0,5",90,1,44,"43,75",127,"2,5","-0,25",83,"23,34","3,13","4,07","118,5","21,5"
777,2,"72,20807648","0,2","3,5",0,0,1,"44,75","44,25",99,"3,75","-0,25",74,"22,34","2,79","4,7","118,5",23
778,2,"72,54209137","0,5",1,"-0,5",90,"0,7","46,75","46,5",77,"1,75","-0,75",88,"21,48","2,65","4,82","118,5","24,5"
779,2,"73,47022247","0,03","-2,5","-2,5",105,"0,2","45,75","44,5",170,-2,"-2,75",105,"26,01","3,35","4,6","118,5","12,5"
780,1,"65,91649628","0,05","-3,75",-2,105,"0,3","41,25","40,75",97,"-3,75","-2,5",104,"25,31","3,67","4,25","118,8","18,5"
781,2,"76,81314087","0,1","-2,5",-1,75,"0,4",43,"42,75",171,"-2,5",-1,76,"23,37","2,88","4,47","118,5",22
782,1,"70,86927032","0,3",0,0,0,0,"42,25",42,134,"4,25","-4,25",44,"23,47","3,42","4,13","118,5","22,5"
783,1,"66,60916901","0,5","0,75","-0,75",70,"0,7",47,"46,5",127,"1,25","-0,75",69,"22,77","3,19","4,72","118,5","19,5"
784,1,"59,36207962","0,03","-5,75",-2,90,"0,4","40,25","39,5",30,"-5,75","-2,5",88,"24,56","3,39","4,2",119,22
785,2,"83,26899719","0,01","-12,5","-1,5",15,"0,2","42,5",42,168,"-12,25","-1,75",17,"28,22","3,25","4,96","118,5","11,5"
786,1,"70,16838074","0,03",-3,"-2,5",105,"0,3","43,75","43,25",50,"-2,75","-2,75",104,"23,45","3,27","4,3",119,21
787,1,"76,15879822","0,2",0,0,0,0,"43,5","43,25",41,1,-1,90,"23,67","3,5","3,79","118,5","20,5"
788,2,"75,12662506","0,16","-1,5",0,0,"0,4","44,75","44,25",124,-2,"-0,5",119,"22,87","2,36","5,46","118,5","22,5"
789,1,"75,57563019","0,03",-5,"-0,75",160,"0,2","45,5",45,65,-5,"-0,75",157,"22,49","2,7","3,73","118,5",22
790,2,"76,86789703","0,2",2,"-0,75",125,"0,7",43,"42,75",41,"2,5",-1,122,"23,65","3,45","4,38","118,8","21,5"
791,2,"61,4538002","0,05",-2,-2,10,"0,3","45,5","43,5",95,"-1,75",-2,8,"25,79","3,65","3,49","118,5",13
792,1,"63,86584473","0,05",0,0,0,0,45,"44,25",4,"-1,75","-1,75",85,"23,79","2,83","4,96","118,5","18,5"
793,2,"78,28337097","0,05","-2,5",-1,55,"0,5","42,5","42,25",114,0,0,0,"26,89","3,19","5,12","118,5","12,5"
794,1,"68,8542099","0,1",-2,-2,115,"0,4","43,5",43,45,"-1,75",-3,117,"23,81","3,51","4,21","118,5","20,5"
795,1,"86,79808044","0,05","-3,5","-2,5",115,"0,3","46,75","46,25",71,"-3,25","-2,75",114,"23,19","3,14","4,53","118,8","18,5"
796,1,"64,61875153","0,4",0,0,0,0,45,"43,75",91,"2,5","-1,75",82,"23,14","3,6","3,82","118,5",21
797,2,"73,57152557","0,5","0,5",0,0,"0,7","44,25",44,101,"0,5",0,0,"23,04","2,97","4,42","118,5","21,5"
798,2,"60,2546196","0,1",2,-1,80,"0,5",41,"40,5",35,2,-1,79,"24,03","3,38","3,93","118,8","22,5"
799,1,"75,23887634","0,03","-5,5","-1,5",85,"0,2","43,25",43,127,"-5,25","-1,5",89,"24,68","3,32","4,58","118,5",18
800,1,"72,955513","0,2",-1,0,0,"0,3","43,25","42,75",84,1,"-0,75",26,"24,4","3,56","4,07","118,5",19
801,2,"73,91923523","0,1",-2,"-1,5",75,"0,5","45,25",45,132,"-1,5","-1,75",76,"23,76","3,5","4,23","118,5","18,5"
802,2,"68,73374176","0,03","-7,5","-0,5",180,"0,5","45,25","44,25",70,"-7,5","-0,75",110,"26,21","3,33","4,45","118,5","11,5"
803,2,"53,53046036","0,1",-3,0,0,"0,3","43,5",43,71,-3,"-0,25",129,"22,54","3,45","3,49","118,8",24
804,2,"76,88432312","0,16","-2,5",0,0,"0,4","45,25","44,5",73,"-2,5",0,0,"22,15","2,77","4,75","118,5","23,5"
805,2,"63,46885681","0,3","1,25",-1,90,"0,4","43,25",43,127,"1,5",-1,89,"24,04","3,37","3,96","118,5",20
806,1,"66,29431915","0,16","-1,5",-1,95,"0,4","42,5","41,75",28,"-1,5","-1,25",95,"23,66","3,63","4,1","118,8",22
